-5		-2407.807916
-4.75		-2768.940282
-4.5		-3118.358422
-4.25		-3444.912172
-4		-3744.131823
-3.75		-4014.770193
-3.5		-4253.286244
-3.25		-4461.683325
-3		-4641.290377
-2.75		-4794.595296
-2.5		-4924.045563
-2.25		-5032.114021
-2		-5121.235043
-1.75		-5193.860358
-1.5		-5252.360875
-1.25		-5298.962763
-1		-5335.695067
-.75		-5364.363058
-.5		-5386.541415
-.25		-5403.579679
0		-5416.613944
.25		-5426.580984
.5		-5434.231872
.75		-5440.145423
1		-5444.744571
1.25		-5448.320421
1.5		-5451.065484
1.75		-5453.110692
2		-5454.556844
2.25		-5455.494035
2.5		-5456.009172
2.75		-5456.185954
3		-5456.101979
3.25		-5455.825954
3.5		-5455.416071
3.75		-5454.919790
4		-5454.374376
4.25		-5453.808206
4.5		-5453.242115
4.75		-5452.690814
5		-5452.164208
5.25		-5451.668474
5.5		-5451.207012
5.75		-5450.781221
6		-5450.391009
6.25		-5450.035336
6.5		-5449.712497
6.75		-5449.420397
7		-5449.156753
7.25		-5448.919209
7.5		-5448.705427
7.75		-5448.513158
8		-5448.340279
8.25		-5448.184809
8.5		-5448.044927
8.75		-5447.918987
9		-5447.805477
9.25		-5447.703048
9.5		-5447.610501
9.75		-5447.526732
10		-5447.450797
10.25		-5447.381859
10.5		-5447.319139
10.75		-5447.261988
